time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2025-05-01 09:30:00-04:00,SMACrossoverStrategy,4f029238181b4587843248131fdb034a,GOOGL,sell,market,fill,1,gtc,0.0,1,stock,160.4499969482422,7.0,0.0
2025-05-05 09:30:00-04:00,SMACrossoverStrategy,bd695411edb04f8faf6d27d815a4abbd,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-05-05 09:30:00-04:00,SMACrossoverStrategy,bd695411edb04f8faf6d27d815a4abbd,AAPL,sell,market,fill,1,gtc,0.0,1,stock,203.10000610351562,308.0,0.0
2025-05-05 09:31:00-04:00,SMACrossoverStrategy,80ad970e892b4803a1e3b53ea6d00645,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-05-05 09:31:00-04:00,SMACrossoverStrategy,d7e2486f793044faa8a8fdfe613b02e8,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-05-05 09:31:00-04:00,SMACrossoverStrategy,80ad970e892b4803a1e3b53ea6d00645,AAPL,buy,market,fill,1,gtc,0.0,1,stock,203.10000610351562,314.0,0.0
2025-05-05 09:31:00-04:00,SMACrossoverStrategy,d7e2486f793044faa8a8fdfe613b02e8,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,163.0,381.0,0.0
2025-05-07 09:30:00-04:00,SMACrossoverStrategy,9dfb7d5e7d894ba2a421bd1c05640980,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-05-07 09:30:00-04:00,SMACrossoverStrategy,9dfb7d5e7d894ba2a421bd1c05640980,AAPL,sell,market,fill,1,gtc,0.0,1,stock,199.1699981689453,314.0,0.0
2025-05-08 09:30:00-04:00,SMACrossoverStrategy,9f5931e9c3704ab3b35ac316fad87cca,GOOGL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-05-08 09:30:00-04:00,SMACrossoverStrategy,9f5931e9c3704ab3b35ac316fad87cca,GOOGL,sell,market,fill,1,gtc,0.0,1,stock,155.0,381.0,0.0
2025-05-15 09:30:00-04:00,SMACrossoverStrategy,66b3bf404d744f40a3c2da406257ca22,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-05-15 09:30:00-04:00,SMACrossoverStrategy,66b3bf404d744f40a3c2da406257ca22,AAPL,buy,market,fill,1,gtc,0.0,1,stock,210.9499969482422,274.0,0.0
2025-05-16 09:30:00-04:00,SMACrossoverStrategy,c949fb94fdb048718dae00c6153f81e8,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-05-16 09:30:00-04:00,SMACrossoverStrategy,c949fb94fdb048718dae00c6153f81e8,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,167.72999572753906,2.0,0.0
2025-05-20 09:30:00-04:00,SMACrossoverStrategy,d4de933084e84a7cb4d4d9c3aeb3a2f9,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-05-20 09:30:00-04:00,SMACrossoverStrategy,d4de933084e84a7cb4d4d9c3aeb3a2f9,AAPL,sell,market,fill,1,gtc,0.0,1,stock,207.6699981689453,274.0,0.0
2025-05-20 09:31:00-04:00,SMACrossoverStrategy,8ffc4a50439f4360a7f14158fd514fcf,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-05-20 09:31:00-04:00,SMACrossoverStrategy,8ffc4a50439f4360a7f14158fd514fcf,AAPL,buy,market,fill,1,gtc,0.0,1,stock,207.6699981689453,275.0,0.0
